1968, 3, 4.34
1968, 4, 4.38
1968, 5, 4.45
1968, 6, 4.51
1968, 7, 4.54
1968, 8, 4.65
1968, 9, 4.95
1968,10, 4.76
1968,11, 4.41
1968,12, 4.55
1969, 1, 4.63
1969, 2, 4.56
1969, 3, 4.67
1969, 4, 4.71
1969, 5, 4.87
1969, 6, 4.85
1969, 7, 4.45
1969, 8, 4.28
1969, 9, 4.41
1969,10, 4.47
1969,11, 4.38
1969,12, 4.60
1970, 1, 4.68
1970, 2, 4.89
1970, 3, 4.77
1970, 4, 4.23
1970, 5, 4.12
1970, 6, 4.36
1970, 7, 4.30
1970, 8, 4.39
1970, 9, 4.63
1970,10, 4.75
1970,11, 4.63
1970,12, 4.43
1971, 1, 4.38
1971, 2, 4.35
1971, 3, 4.44
1971, 4, 4.48
1971, 5, 4.50
1971, 6, 4.68
1971, 7, 4.64
1971, 8, 4.25
1971, 9, 4.10
1971,10, 4.16
1971,11, 4.23
1971,12, 4.19
1972, 1, 4.30
1972, 2, 4.56
1972, 3, 4.79
1972, 4, 4.35
1972, 5, 4.09
1972, 6, 4.19
1972, 7, 4.11
1972, 8, 4.12
1972, 9, 4.44
1972,10, 4.46
1972,11, 4.62
1972,12, 4.59
1973, 1, 4.26
1973, 2, 4.23
1973, 3, 4.36
1973, 4, 4.25
1973, 5, 4.45
1973, 6, 4.86
1973, 7, 4.80
1973, 8, 4.66
1973, 9, 4.27
1973,10, 4.05
1973,11, 4.17
1973,12, 4.25
1974, 1, 4.10
1974, 2, 4.41
1974, 3, 4.64
1974, 4, 4.79
1974, 5, 4.35
1974, 6, 4.22
1974, 7, 4.36
1974, 8, 4.29
1974, 9, 4.39
1974,10, 4.49
1974,11, 4.71
1974,12, 5.02
1975, 1, 4.96
1975, 2, 4.75
1975, 3, 4.75
1975, 4, 4.80
1975, 5, 4.79
1975, 6, 4.87
1975, 7, 4.98
1975, 8, 5.16
1975, 9, 5.08
1975,10, 4.73
1975,11, 4.65
1975,12, 4.69
1976, 1, 4.64
1976, 2, 4.67
1976, 3, 4.93
1976, 4, 5.09
1976, 5, 4.94
1976, 6, 4.61
1976, 7, 4.36
1976, 8, 4.45
1976, 9, 4.45
1976,10, 4.38
1976,11, 4.45
1976,12, 4.76
1977, 1, 4.84
1977, 2, 4.47
1977, 3, 4.45
1977, 4, 4.39
1977, 5, 4.41
1977, 6, 4.62
1977, 7, 4.67
1977, 8, 4.68
1977, 9, 5.05
1977,10, 4.96
1977,11, 4.55
1977,12, 4.57
1978, 1, 4.66
1978, 2, 4.65
1978, 3, 4.63
1978, 4, 4.94
1978, 5, 5.05
1978, 6, 4.92
